gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	-log10(padj)	DE_status	is_translocated
ENSG00000261857.7	703.649394905866	10.5030106262686	0.70226634831895	1.8987816009351002e-48	5.53571616673134e-47	MIA	46.256826185600154	Up	True
ENSG00000114405.11	440.575520001484	10.1958858052745	0.709104042509972	2.7304781881764302e-45	7.295516486079399e-44	C3orf14	43.13694395680491	Up	True
ENSG00000268975.2	25.6337475900593	8.87812799978876	2.59980219658609	1.6680295753894698e-11	1.09900260187613e-10	MIA-RAB4B	9.959001279388058	Up	True
ENSG00000154016.14	59.1720760043878	8.07424180683082	1.27529348130286	1.9893316508921996e-12	1.40922367821e-11	GRAP	10.85102006827993	Up	True
ENSG00000186446.12	41.7294147126128	7.57634163183074	0.984831996010967	9.7092845929512e-14	7.520721773209919e-13	ZNF501	12.123740477615792	Up	True
ENSG00000167754.13	765.857877827024	7.11378245434066	0.218599230318675	6.2447776264375794e-232	2.0260734953432e-229	KLK5	228.69334480475902	Up	True
ENSG00000181392.17	336.87638769637	6.88038098670779	0.284403015618122	3.60130874374944e-129	4.5949057797355995e-127	SYNE4	126.33772338955762	Up	True
ENSG00000007312.14	3.47295883688653	6.11294092704465	2.74983474732361	7.12889822590698e-05	0.0002388675237659	CD79B	3.6218428925607973	Up	True
ENSG00000167755.15	113.505364220101	6.03576808187401	0.610015898090276	7.24877535038212e-23	9.191900445702309e-22	KLK6	21.036594687987773	Up	True
ENSG00000166704.13	39.8779360580636	5.44580845147266	0.825878409077573	6.10440579967446e-11	3.82975580432063e-10	ZNF606	9.416828916949678	Up	True
ENSG00000182568.18	490.217085773648	5.42979476846079	0.308298988824526	2.52060389638862e-69	1.2051670545448801e-67	SATB1	66.9189527490738	Up	True
ENSG00000168334.9	2.73176613374568	5.05621076756355	2.6403072596573	0.0004401303940055	0.0013223708662866	XIRP1	2.878646727457135	Up	True
ENSG00000213022.6	10.7540974491461	4.93039116890401	0.988126017160287	1.70932662366195e-07	7.8156869236937e-07	KLK9	6.107032845660247	Up	True
ENSG00000005243.10	8.81547966111743	4.76719203044571	1.3486970567154	2.61599742687635e-05	9.29037022076446e-05	COPZ2	4.031966979049263	Up	True
ENSG00000183760.11	295.274418231757	4.65576571747403	0.367321572813404	6.40404188132786e-37	1.38121742798516e-35	ACP7	34.85973795042826	Up	True
ENSG00000167617.3	133.509884035653	4.50189048383673	0.243935752728404	8.48010924732114e-77	4.75535212631877e-75	CDC42EP5	74.322817318715	Up	True
ENSG00000136059.16	334.585813268895	4.48431719493139	0.519269174634109	4.90733806059542e-18	4.91187988956291e-17	VILL	16.30875226156107	Up	True
ENSG00000182472.9	101.786450902789	4.17323510621151	0.405390951544664	2.74775899321499e-25	3.8473708073308e-24	CAPN12	23.41483595462978	Up	True
ENSG00000114812.13	133.791792545291	4.07778828123907	0.2276377427115	1.39734108120958e-72	7.17986726139159e-71	VIPR1	70.14388358475186	Up	True
ENSG00000125398.8	6175.17367444192	4.00451166355844	0.0657564042659272	0.0	1e-300	SOX9	300.0	Up	True
