gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	-log10(padj)	DE_status	is_translocated
ENSG00000186446.12	41.7294147126128	7.57634163183074	0.984831996010967	9.7092845929512e-14	7.520721773209919e-13	ZNF501	12.123740477615792	Up	True
ENSG00000007312.14	3.47295883688653	6.11294092704465	2.74983474732361	7.12889822590698e-05	0.0002388675237659	CD79B	3.6218428925607973	Up	True
ENSG00000182568.18	490.217085773648	5.42979476846079	0.308298988824526	2.52060389638862e-69	1.2051670545448801e-67	SATB1	66.9189527490738	Up	True
ENSG00000168334.9	2.73176613374568	5.05621076756355	2.6403072596573	0.0004401303940055	0.0013223708662866	XIRP1	2.878646727457135	Up	True
ENSG00000005243.10	8.81547966111743	4.76719203044571	1.3486970567154	2.61599742687635e-05	9.29037022076446e-05	COPZ2	4.031966979049263	Up	True
ENSG00000136059.16	334.585813268895	4.48431719493139	0.519269174634109	4.90733806059542e-18	4.91187988956291e-17	VILL	16.30875226156107	Up	True
ENSG00000114812.13	133.791792545291	4.07778828123907	0.2276377427115	1.39734108120958e-72	7.17986726139159e-71	VIPR1	70.14388358475186	Up	True
ENSG00000125398.8	6175.17367444192	4.00451166355844	0.0657564042659272	0.0	1e-300	SOX9	300.0	Up	True
ENSG00000064300.9	625.285915114968	3.71826769171969	0.194004532557138	2.2620334793457998e-82	1.41914481628239e-80	NGFR	79.847973284808	Up	True
ENSG00000170689.10	119.105373863257	3.69640748330421	0.282723771244033	8.56083968902849e-40	1.98190856450078e-38	HOXB9	37.702916385596836	Up	True
ENSG00000186868.18	213.074770218308	3.47449040024248	0.213917234987701	4.38687775316387e-60	1.66885059718768e-58	MAPT	57.77758254152403	Up	True
ENSG00000212724.3	6.00464364024984	3.43795210671034	1.44109097957067	0.0011431575478687	0.0032223223370544	KRTAP2-3	2.491831018168176	Up	True
ENSG00000131737.7	28.6575826142178	3.41794175206435	0.446511757556744	2.5998995720582702e-15	2.2114726285024502e-14	KRT34	13.655318431543716	Up	True
ENSG00000144681.11	647.740372330041	3.34596351795869	0.103267895784058	2.70082147823138e-231	8.519216193349009e-229	STAC	228.0696003604636	Up	True
ENSG00000108244.17	685.660426250268	3.2258096878476	0.330370010440728	5.25788249035186e-23	6.70852636170681e-22	KRT23	21.173372869289487	Up	True
ENSG00000073605.19	208.953896598287	2.98905660833566	0.251384134546814	1.99218979402395e-33	3.83104338798289e-32	GSDMB	31.416682929443482	Up	True
ENSG00000144671.11	4.74073903965957	2.9838206360769	2.53591746775573	0.0048302866097904	0.0122052335552904	SLC22A14	1.913453905652499	Up	True
ENSG00000012171.20	2021.40447427491	2.94910994731111	0.107617666076864	2.43995283728176e-166	4.90387335287663e-164	SEMA3B	163.30946075440667	Up	True
ENSG00000183691.6	111.51309676999	2.9480745983453	0.198992897111366	1.19788660133088e-50	3.7114873946556095e-49	NOG	48.430452010105455	Up	True
ENSG00000153551.14	1729.41123939975	2.8737677443897	0.0676760381574322	0.0	1e-300	CMTM7	300.0	Up	True
