gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	-log10(padj)	DE_status	is_translocated
ENSG00000114771.14	26.9833321856132	9.94302144209628	2.78868977835896	1.30483610999161e-13	4.2159813478474e-13	AADAC	12.37510131917712	Up	True
ENSG00000171757.17	158.84909191863	7.82075345470698	2.45185984298387	8.595380238562631e-10	2.37250462564409e-09	LRRC34	8.624792932161052	Up	True
ENSG00000154016.14	59.1720760043878	7.7160468102974	1.27532146520507	1.7184845533463002e-11	5.1017650576533096e-11	GRAP	10.292279545042986	Up	True
ENSG00000163380.16	6.95414597164126	7.40853011342697	2.60112184114951	1.65727241359045e-07	4.06373502321881e-07	LMOD3	6.391074618072972	Up	True
ENSG00000113946.4	53.8281983233805	5.85797661512947	0.529784325500621	1.48198000799369e-28	7.32316100120642e-28	CLDN16	27.135301417704348	Up	True
ENSG00000163762.7	2.61863898593711	5.35007723546361	2.74370435626829	0.0004957260007204	0.0009539428234504	TM4SF18	3.020477654859986	Up	True
ENSG00000047457.14	47.7214563421035	5.01829252399954	0.45990308654116	3.6433568171198398e-28	1.78520553772619e-27	CP	26.74831177464341	Up	True
ENSG00000118849.10	655.880253971177	4.91607547689723	0.130488414941007	0.0	1e-300	RARRES1	300.0	Up	True
ENSG00000163606.11	7.59584653728759	4.80819508775897	1.18044185827306	1.31008062140502e-05	2.85978863828619e-05	CD200R1	4.543666063590552	Up	True
ENSG00000113805.9	1772.60563719659	4.68268012535437	0.0855054416098842	0.0	1e-300	CNTN3	300.0	Up	True
ENSG00000178750.3	23.148982421762	4.64615056044322	0.642113970540916	1.47910151955334e-13	4.76548086403403e-13	STX19	12.321893270039343	Up	True
ENSG00000167723.15	58.2447062953474	4.48962832377844	0.366225025741505	3.86488365003528e-35	2.22328704599674e-34	TRPV3	33.653004462427155	Up	True
ENSG00000179674.4	1396.52996387974	4.43206224974562	0.102393444797375	0.0	1e-300	ARL14	300.0	Up	True
ENSG00000186265.10	4.30943652741678	4.36528083080412	1.52820320357444	0.0002925318225534	0.000575211274633	BTLA	3.240172609998419	Up	True
ENSG00000114757.19	9.45955911024765	4.28391028435173	0.898965977973438	3.89506029148251e-07	9.34707462804937e-07	PEX5L	6.029324289842574	Up	True
ENSG00000058866.15	210.657307513293	4.18246853779148	0.206751089874125	1.1034384364119601e-91	1.62306932184922e-90	DGKG	89.78966293091088	Up	True
ENSG00000163898.10	290.814512365384	4.15309278188702	0.159912423304079	1.72208208651579e-149	5.22165637741791e-148	LIPH	147.28219171127628	Up	True
ENSG00000152580.9	1.86959287500181	4.07833323157242	3.35250667653202	0.0060744235329644	0.0104441087786475	IGSF10	1.9811286135131743	Up	True
ENSG00000113905.5	42.5856233472346	4.05463328875709	0.404057843532841	1.77475145967071e-24	7.979881290948641e-24	HRG	23.098003569184286	Up	True
ENSG00000172139.15	3.22009043792508	3.9109572469092	1.72939729896089	0.0014734900843855	0.0027129658132534	SLC9C1	2.566555678855045	Up	True
