gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	-log10(padj)	DE_status	is_translocated
ENSG00000134072.11	100.205272353902	-10.2906614304294	2.96570067522498	6.622929463593341e-15	2.24029417705791e-14	CAMK1	13.64969494993172	Down	True
ENSG00000108511.10	79.8748932125992	-9.82221095037224	2.91046458242875	9.009631307866341e-14	2.92771121237591e-13	HOXB6	12.533471764040216	Down	True
ENSG00000213424.9	44.771421165026	-9.66149991107916	2.90103854621844	4.38979897411868e-13	1.3867954444458099e-12	KRT222	11.857987593649112	Down	True
ENSG00000173705.9	193.210879866941	-8.73186116869826	0.975122791730033	5.34632202666406e-18	2.00827521580495e-17	SUSD5	16.697176771350144	Down	True
ENSG00000170412.18	294.494102219532	-8.4178329369842	0.966193002064599	4.63861090858753e-17	1.68744982131878e-16	GPRC5C	15.772769132658937	Down	True
ENSG00000154760.14	1220.32602518647	-7.71377922554376	0.317827097578053	2.97211023441504e-129	7.180808035510619e-128	SLFN13	127.1438266831089	Down	True
ENSG00000006042.12	338.561181798076	-7.60872710766318	0.582856661569319	4.72406778364074e-38	2.87559108641825e-37	TMEM98	36.541272871257945	Down	True
ENSG00000154822.18	16.0885624035944	-7.57642759901529	2.67389442955065	2.01413470226739e-08	5.18334427458296e-08	PLCL2	7.28538994462639	Down	True
ENSG00000126860.12	479.86388561409	-7.0825480680224	0.491162837473082	1.41132503930216e-46	1.02765639524179e-45	EVI2A	44.98815207074447	Down	True
ENSG00000182742.6	65.6696261276012	-6.80571084930486	0.823549112394753	4.64528670362051e-16	1.6288267149286e-15	HOXB4	14.788125116276703	Down	True
ENSG00000141574.8	645.497760128936	-6.70812641439296	0.321024332087673	1.13503790224299e-96	1.8089716349361702e-95	SECTM1	94.74256824291757	Down	True
ENSG00000108387.16	13.7444280297004	-6.66271182390626	2.55676739360438	4.80128433272093e-07	1.14479756934829e-06	SEPTIN4	5.941271301347988	Down	True
ENSG00000175175.6	7.41952909618603	-6.55290664260137	2.61034821696872	2.49923668206161e-06	5.71200204149151e-06	PPM1E	5.243211646013335	Down	True
ENSG00000114251.15	313.169055730659	-5.8893155497924	0.375479730342562	2.81980793134703e-55	2.39046875434201e-54	WNT5A	53.62151692856536	Down	True
ENSG00000168032.10	6.566809632777	-5.87332448243192	2.58852226336992	3.25208978689351e-05	6.8961915172865e-05	ENTPD3	4.161390686025316	Down	True
ENSG00000186847.6	6767.87287287196	-5.63023645082045	0.0940310194755669	0.0	1e-300	KRT14	300.0	Down	True
ENSG00000154262.13	415.757778595759	-5.55016024383573	0.261916685092577	1.07256827524659e-99	1.78063582595945e-98	ABCA6	97.7494248929727	Down	True
ENSG00000166292.12	6.75395124324095	-5.34534116914639	2.47723738632483	6.74287764988118e-05	0.0001396220772305	TMEM100	3.8550459050559334	Down	True
ENSG00000163508.13	78.452638620212	-5.28213236458119	0.511745796551689	4.78691367132493e-25	2.17997987546542e-24	EOMES	23.661547515576434	Down	True
ENSG00000196653.12	13.5006897553721	-4.84585471150746	1.06028253551331	2.80013558764764e-06	6.37852350361742e-06	ZNF502	5.195279839843417	Down	True
