gene_name	chrom	region_type	transloc_id	mean_distance	std_distance	n_models
A1BG	chr19	inside_transloc	T5	3.2064991136396204	1.2404783278437965	10
A1CF	chr10	inside_transloc	T1	4.158809761406705	1.335056969947632	10
A1CF	chr10	inside_transloc	T7	4.158809761406705	1.335056969947632	10
A1CF	chr10	inside_transloc	T8	4.158809761406705	1.335056969947632	10
A2ML1	chr12	control	T7	3.8343137886758667	1.1703766796380823	10
A3GALT2	chr1	control	T2	4.171195499939038	1.1572584510769874	10
AADACL3	chr1	control	T5	4.488380281488566	1.2645294635848292	10
AADACL3	chr1	control	T8	4.488380281488566	1.2645294635848292	10
AAGAB	chr15	control	T6	3.3720092197071763	1.653692668516499	10
AAGAB	chr15	control	T7	3.3720092197071763	1.653692668516499	10
AAK1	chr2	inside_transloc	T1	4.253554792817782	0.7299286391293324	10
AANAT	chr17	inside_transloc	T2	2.6518342287140335	0.8460421956180403	10
AANAT	chr17	inside_transloc	T8	2.6518342287140335	0.8460421956180403	10
AAR2	chr20	control	T2	3.404926371433587	1.273443699848431	10
AAR2	chr20	control	T8	3.404926371433587	1.273443699848431	10
AARS2	chr6	inside_transloc	T5	4.123260020164914	1.130011841179657	10
AARSD1	chr17	inside_transloc	T2	2.643443814138288	1.2889417503972789	10
AARSD1	chr17	inside_transloc	T8	2.643443814138288	1.2889417503972789	10
AASDH	chr4	control	T3	4.473112597208709	0.9131136645849379	10
AASDH	chr4	control	T7	4.473112597208709	0.9131136645849379	10
AASDH	chr4	control	T8	4.473112597208709	0.9131136645849379	10
AASDHPPT	chr11	control	T2	4.679729897488325	1.3037572497508776	10
AASS	chr7	inside_transloc	T3	4.991086053354269	0.7164942522639332	10
AASS	chr7	inside_transloc	T6	4.991086053354269	0.7164942522639332	10
AATF	chr17	inside_transloc	T2	2.8746332787865376	1.5490588749979621	10
AATF	chr17	inside_transloc	T8	2.8746332787865376	1.5490588749979621	10
AATK	chr17	inside_transloc	T2	2.704557483755769	0.8581475841249291	10
AATK	chr17	inside_transloc	T8	2.704557483755769	0.8581475841249291	10
ABAT	chr16	control	T2	2.837531181295689	1.2954537735316347	10
ABAT	chr16	control	T8	2.837531181295689	1.2954537735316347	10
ABCA10	chr17	inside_transloc	T2	2.605834792216577	0.8430027722482376	10
ABCA10	chr17	inside_transloc	T8	2.605834792216577	0.8430027722482376	10
ABCA13	chr7	inside_transloc	T3	4.858757565245893	0.6913214471172747	10
ABCA3	chr16	control	T2	2.5441408011248883	0.6941124444096801	10
ABCA3	chr16	control	T5	2.5441408011248883	0.6941124444096801	10
ABCA5	chr17	inside_transloc	T2	2.605834792216577	0.8430027722482376	10
ABCA5	chr17	inside_transloc	T8	2.605834792216577	0.8430027722482376	10
ABCA6	chr17	inside_transloc	T2	2.605834792216577	0.8430027722482376	10
ABCA6	chr17	inside_transloc	T8	2.605834792216577	0.8430027722482376	10
ABCA8	chr17	inside_transloc	T2	2.605834792216577	0.8430027722482376	10
ABCA8	chr17	inside_transloc	T8	2.605834792216577	0.8430027722482376	10
ABCA9	chr17	inside_transloc	T2	2.605834792216577	0.8430027722482376	10
ABCA9	chr17	inside_transloc	T8	2.605834792216577	0.8430027722482376	10
ABCB1	chr7	inside_transloc	T3	5.138656595863617	0.8445357735345472	10
ABCB1	chr7	inside_transloc	T6	5.138656595863617	0.8445357735345472	10
ABCB10	chr1	control	T5	4.1416100966037925	1.3140418172119128	10
ABCB4	chr7	inside_transloc	T3	5.138656595863617	0.8445357735345472	10
ABCB4	chr7	inside_transloc	T6	5.138656595863617	0.8445357735345472	10
ABCB5	chr7	inside_transloc	T3	4.695439458172514	0.9364184088268621	10
ABCB7	chrX	control	T6	4.069411817852343	1.1001409162614337	10
ABCB8	chr7	inside_transloc	T6	4.894239294369198	1.0916224035139557	10
ABCC1	chr16	control	T8	3.221717477668482	1.2044836884889083	10
ABCC10	chr6	inside_transloc	T5	4.12571897042852	1.0472129245661406	10
ABCC11	chr16	control	T1	3.124283583932662	0.9876912549445135	10
ABCC11	chr16	control	T5	3.124283583932662	0.9876912549445135	10
ABCC2	chr10	inside_transloc	T1	3.4436239561120368	1.3666886059270402	10
ABCC2	chr10	inside_transloc	T7	3.4436239561120368	1.3666886059270402	10
ABCC3	chr17	inside_transloc	T2	2.68965200784674	0.8059909246955738	10
ABCC3	chr17	inside_transloc	T8	2.68965200784674	0.8059909246955738	10
ABCC4	chr13	control	T3	3.3687688283288884	0.9218215389005221	10
ABCC4	chr13	control	T5	3.3687688283288884	0.9218215389005221	10
ABCC4	chr13	control	T7	3.3687688283288884	0.9218215389005221	10
ABCC8	chr11	control	T2	3.8887720072821317	0.6982575934557887	10
ABCC8	chr11	control	T5	3.8887720072821317	0.6982575934557887	10
ABCD1	chrX	control	T2	3.572405304847618	0.8699336577376976	10
ABCD2	chr12	control	T3	3.488037406360166	0.6978058005227485	10
ABCF1	chr6	inside_transloc	T5	4.46961327732302	0.8036728746980399	10
ABCF2	chr7	inside_transloc	T6	4.894239294369198	1.0916224035139557	10
ABCF2-H2BK1	chr7	inside_transloc	T6	4.894239294369198	1.0916224035139557	10
ABCG4	chr11	control	T1	4.386600583812251	0.9331716830600523	10
ABCG5	chr2	inside_transloc	T1	4.453589584299541	1.0466873823103076	10
ABCG8	chr2	inside_transloc	T1	4.453589584299541	1.0466873823103076	10
ABHD1	chr2	inside_transloc	T1	3.626560896251617	1.330738083900598	10
ABHD11	chr7	inside_transloc	T3	4.9920307646115365	0.9562571964160508	10
ABHD11	chr7	inside_transloc	T6	4.9920307646115365	0.9562571964160508	10
ABHD13	chr13	control	T1	3.2253333724458266	0.7099225434340871	10
ABHD13	chr13	control	T3	3.2253333724458266	0.7099225434340871	10
ABHD13	chr13	control	T4	3.2253333724458266	0.7099225434340871	10
ABHD13	chr13	control	T6	3.2253333724458266	0.7099225434340871	10
ABHD13	chr13	control	T7	3.2253333724458266	0.7099225434340871	10
ABHD14A	chr3	inside_transloc	T2	5.305474494645104	1.2659003747299906	10
ABHD14A	chr3	inside_transloc	T3	5.305474494645104	1.2659003747299906	10
ABHD14A-ACY1	chr3	inside_transloc	T2	5.305474494645104	1.2659003747299906	10
ABHD14A-ACY1	chr3	inside_transloc	T3	5.305474494645104	1.2659003747299906	10
ABHD14B	chr3	inside_transloc	T2	5.305474494645104	1.2659003747299906	10
ABHD14B	chr3	inside_transloc	T3	5.305474494645104	1.2659003747299906	10
ABHD15	chr17	inside_transloc	T2	3.6030641905267515	1.1226865105598585	10
ABHD16A	chr6	inside_transloc	T5	4.3997600755232495	0.8049243591818286	10
ABHD16B	chr20	control	T3	3.0000219329745295	1.042910641895607	10
ABHD16B	chr20	control	T8	3.0000219329745295	1.042910641895607	10
ABHD18	chr4	control	T3	4.2412506250714515	0.6311658504293377	10
ABHD3	chr18	control	T8	3.549145827219091	1.0030298223915355	10
ABHD4	chr14	control	T2	3.1309904148404275	1.3811646782864364	10
ABHD4	chr14	control	T5	3.1309904148404275	1.3811646782864364	10
ABHD5	chr3	inside_transloc	T2	4.63350851406581	1.2590477384600594	10
ABHD5	chr3	inside_transloc	T3	4.63350851406581	1.2590477384600594	10
ABHD6	chr3	inside_transloc	T2	5.47570220455467	1.050473818902294	10
ABHD6	chr3	inside_transloc	T3	5.47570220455467	1.050473818902294	10
ABHD6	chr3	inside_transloc	T4	5.47570220455467	1.050473818902294	10
ABI1	chr10	inside_transloc	T7	4.798694835664771	0.728705529437991	10
ABI1	chr10	inside_transloc	T8	4.798694835664771	0.728705529437991	10
ABI3	chr17	inside_transloc	T2	2.586745193159257	1.250926496635229	10
ABI3	chr17	inside_transloc	T8	2.586745193159257	1.250926496635229	10
ABL2	chr1	control	T2	4.664882587439065	0.6659137064621323	10
ABL2	chr1	control	T5	4.664882587439065	0.6659137064621323	10
ABLIM1	chr10	inside_transloc	T1	3.9592562121173893	1.2808457667051711	10
ABLIM1	chr10	inside_transloc	T7	3.9592562121173893	1.2808457667051711	10
ABLIM2	chr4	control	T5	4.209508326821005	1.0208784135713347	10
ABR	chr17	inside_transloc	T4	2.8628429539830753	0.8930015548024604	10
ABRACL	chr6	inside_transloc	T5	4.558506908183679	1.3635915240306558	10
ABRAXAS2	chr10	inside_transloc	T1	3.3262748294939875	1.6399993307916128	10
ABRAXAS2	chr10	inside_transloc	T7	3.3262748294939875	1.6399993307916128	10
ABT1	chr6	inside_transloc	T5	4.388237376081226	0.8719455125863106	10
ABTB2	chr11	control	T1	3.911962130868198	1.1764289138406556	10
ABTB3	chr12	control	T3	3.5236338740735973	1.1586332287892245	10
ACAA1	chr3	inside_transloc	T2	4.653761582090093	0.6947791642437454	10
ACAA1	chr3	inside_transloc	T3	4.653761582090093	0.6947791642437454	10
ACACA	chr17	inside_transloc	T2	2.8746332787865376	1.5490588749979621	10
ACACA	chr17	inside_transloc	T8	2.8746332787865376	1.5490588749979621	10
ACACB	chr12	control	T1	3.741696221837837	0.7094668708339837	10
ACACB	chr12	control	T3	3.741696221837837	0.7094668708339837	10
ACACB	chr12	control	T5	3.741696221837837	0.7094668708339837	10
ACAD10	chr12	control	T3	3.800468902490951	1.0312434260759162	10
ACADM	chr1	control	T3	4.024969973412489	1.0770254401675108	10
ACADM	chr1	control	T5	4.024969973412489	1.0770254401675108	10
ACADS	chr12	control	T3	3.6584463286773152	0.9216951331086608	10
ACADSB	chr10	inside_transloc	T1	3.388199819113801	1.7074482465146321	10
ACADSB	chr10	inside_transloc	T7	3.388199819113801	1.7074482465146321	10
ACADVL	chr17	inside_transloc	T4	4.075446443798446	1.0643600703534393	10
ACAP1	chr17	inside_transloc	T4	4.328179213800623	1.139767669921719	10
ACAP3	chr1	control	T1	4.2846476663044895	1.100796410879461	10
ACAP3	chr1	control	T6	4.2846476663044895	1.100796410879461	10
ACAT2	chr6	inside_transloc	T5	4.042525046468336	0.8769183125782545	10
ACBD4	chr17	inside_transloc	T2	2.490335776669965	1.2454867021886078	10
ACBD4	chr17	inside_transloc	T8	2.490335776669965	1.2454867021886078	10
ACBD5	chr10	inside_transloc	T7	4.798694835664771	0.728705529437991	10
ACBD5	chr10	inside_transloc	T8	4.798694835664771	0.728705529437991	10
ACBD7	chr10	inside_transloc	T7	3.7428413997895356	1.0775564708304153	10
ACBD7	chr10	inside_transloc	T8	3.7428413997895356	1.0775564708304153	10
ACD	chr16	control	T5	2.775106512830515	0.9332229352815534	10
ACE	chr17	inside_transloc	T2	2.3354662032005633	0.8238091993190397	10
ACE	chr17	inside_transloc	T8	2.3354662032005633	0.8238091993190397	10
ACE2	chrX	control	T4	3.788161703716537	1.014426750798514	10
ACER3	chr11	control	T3	3.660253908520801	0.9268924657579085	10
ACHE	chr7	inside_transloc	T3	4.736402105070486	1.0504059155665468	10
ACHE	chr7	inside_transloc	T6	4.736402105070486	1.0504059155665468	10
ACKR2	chr3	inside_transloc	T2	4.663115467665101	1.4567887392931498	10
ACKR2	chr3	inside_transloc	T3	4.663115467665101	1.4567887392931498	10
ACLY	chr17	inside_transloc	T2	2.691379600004458	1.2723107626787324	10
ACLY	chr17	inside_transloc	T8	2.691379600004458	1.2723107626787324	10
ACO1	chr9	inside_transloc	T6	4.92376185509244	0.9375281657064735	10
ACO2	chr22	control	T1	3.9370298320338835	1.5048113082973973	10
ACO2	chr22	control	T3	3.9370298320338835	1.5048113082973973	10
ACOD1	chr13	control	T2	3.9894867211508775	1.0749763094129294	10
ACOT11	chr1	control	T8	4.393886211948233	1.0411395617344283	10
ACOT13	chr6	inside_transloc	T5	4.431028298426353	0.819496978538837	10
ACOT2	chr14	control	T3	3.369941928011831	1.2770826220901135	10
ACOT6	chr14	control	T2	3.369941928011831	1.2770826220901135	10
ACOT9	chrX	control	T7	3.803525280173413	0.9430205539292212	10
ACOX1	chr17	inside_transloc	T2	2.6518342287140335	0.8460421956180403	10
ACOX1	chr17	inside_transloc	T8	2.6518342287140335	0.8460421956180403	10
ACOX2	chr3	inside_transloc	T2	5.47570220455467	1.050473818902294	10
