gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name
ENSG00000000003.15	1686.69244914075	-0.468799624256374	0.083898645170308	1.79370848031712e-08	9.02657063959274e-08	TSPAN6
ENSG00000000419.14	3735.77614014309	0.213967916938576	0.0818283982966351	0.00857811336383964	0.0205938195143934	DPM1
ENSG00000000457.14	738.381894773407	-0.4588060069132	0.0906594115893359	3.23972360734044e-07	1.43425658569802e-06	SCYL3
ENSG00000000460.17	1733.5038241251	-0.512176539418805	0.0550561505689833	1.01164377839052e-20	1.16804483228404e-19	C1orf112
ENSG00000000938.13	23.8583297221271	-0.339112147738014	0.587714382651726	0.358692001270149	0.507094252846076	FGR
ENSG00000000971.17	1288.00182550694	-1.37814857373779	0.0768103674366714	1.18147862956142e-72	6.08448098774816e-71	CFH
ENSG00000001036.14	5429.57593858305	0.0200746349719257	0.062473257350984	0.74832184765525	0.847172996465699	FUCA2
ENSG00000001084.13	3936.78961986318	-0.0394352069899956	0.0652322299116305	0.542474336178716	0.688621913194053	GCLC
ENSG00000001167.15	2691.49501948594	-0.166652714371737	0.0584409430472481	0.00418930525168618	0.0107107184026843	NFYA
ENSG00000001460.18	889.587878994711	-0.30310671891598	0.0711615759708068	1.83875385284964e-05	6.65603104113296e-05	STPG1
ENSG00000001461.17	4182.03357162793	-0.170938670584941	0.0737271828864512	0.0204682383665014	0.0451972932952468	NIPAL3
ENSG00000001497.18	3030.71663734167	-0.0945997558969115	0.0719793057454558	0.18584296926159	0.302839899182032	LAS1L
ENSG00000001561.7	509.563946951175	3.83838116447662	0.218920204557066	3.08240625851308e-69	1.46760017897465e-67	ENPP4
ENSG00000001617.12	2525.21873281612	-0.42699613742773	0.0967510562876975	8.1384823472199e-06	3.07644927742528e-05	SEMA3F
ENSG00000001629.10	3709.68966409825	0.231136371121507	0.0550243750969872	2.51627449511954e-05	8.95301739913204e-05	ANKIB1
ENSG00000001630.18	12135.2867786789	0.429548097740286	0.0663506608583422	6.43971567173142e-11	4.03121231038292e-10	CYP51A1
ENSG00000001631.17	2046.36112235534	-0.0911147238504563	0.0584968924698231	0.118437427787723	0.208255839461674	KRIT1
ENSG00000002016.18	327.795075756647	0.104045822119539	0.108767045472536	0.332334854330945	0.478821092222933	RAD52
ENSG00000002079.14	125.454190164763	-1.52379301966864	0.188930519190501	1.30718379382158e-16	1.20240790366471e-15	MYH16
ENSG00000002330.14	1152.25454865094	-0.031180232608125	0.0680741097182456	0.659711789041139	0.780837734048015	BAD
ENSG00000002549.13	4237.92285440016	0.0807002358115094	0.0670912447897432	0.230385278442282	0.360088244491238	LAP3
ENSG00000002586.20	2930.32948906143	-0.361005292048664	0.0984406357690986	0.000208826270620007	0.000657514686267986	CD99
ENSG00000002586.20_PAR_Y	2793.00801298189	-0.038982592266759	0.086506045717063	0.647746966694171	0.772432730931547	CD99
ENSG00000002587.10	237.995448510801	3.26993387375583	0.177688099050813	1.90379119136155e-76	1.05973043497579e-74	HS3ST1
ENSG00000002726.21	8.22460951881005	0.606375225377114	0.552256223440617	0.126836334081981	0.220593542715173	AOC1
ENSG00000002746.15	64.9613571820448	-0.508946762592345	0.288941812568507	0.0531372710908529	0.104575438799338	HECW1
ENSG00000002822.16	739.688407681857	-0.39053143139253	0.0982305967277653	5.81808969198601e-05	0.000197127607033708	MAD1L1
ENSG00000002834.18	14318.0481010643	0.175660286847395	0.0711985562630088	0.0126851891086302	0.0293852845620257	LASP1
ENSG00000002919.15	1013.58975511611	-0.19875830474009	0.0741711325173801	0.00699658677902268	0.0171213096825601	SNX11
ENSG00000003056.8	7006.80166326927	-0.0792349625609174	0.0610133239112382	0.187842888202276	0.30561643627494	M6PR
ENSG00000003096.15	175.910454815466	-5.15899772302392	0.246604867206546	8.9944119319051e-98	7.26946937314935e-96	KLHL13
ENSG00000003137.9	773.802507191433	0.10519469529846	0.0790508682360345	0.180724856272399	0.296219168758823	CYP26B1
ENSG00000003147.19	915.716030699625	0.877029961047945	0.0755674357029363	1.70271219193294e-31	3.04730469590143e-30	ICA1
ENSG00000003249.15	733.800841578028	0.103242326747719	0.0806303305028863	0.197944496493454	0.31926123569795	DBNDD1
ENSG00000003393.16	2011.33601204378	0.0455948829904739	0.0673105683866743	0.494795237065184	0.645673099803919	ALS2
ENSG00000003400.16	164.59223480617	1.45075177497695	0.164545343477295	2.36377432327031e-19	2.55271890897727e-18	CASP10
ENSG00000003402.21	2632.63970135782	-0.203441101341115	0.0569833380222969	0.000338203619040509	0.00103419178565087	CFLAR
ENSG00000003436.16	5550.73328489661	-1.94887437349861	0.0489924369506496	0	0	TFPI
ENSG00000003509.16	1469.49968790128	0.440472417438079	0.0731220975717655	1.38208325980354e-09	7.75407433631381e-09	NDUFAF7
ENSG00000003756.17	3082.88886107655	-0.377240792809481	0.0585738769098847	9.96638043791495e-11	6.14070716563989e-10	RBM5
ENSG00000003987.14	21.0289906557607	-1.81448593399405	0.418760197565619	1.9809423644869e-06	8.05918968925971e-06	MTMR7
ENSG00000003989.18	1183.98770614017	-2.58257949628405	0.0874330443938159	1.11103564640637e-192	2.93403843785291e-190	SLC7A2
ENSG00000004059.11	4504.30809173561	0.17087991403738	0.0568722650191155	0.0025548004146951	0.00677827946473602	ARF5
ENSG00000004139.14	24.5640492859153	-1.19157877760838	0.625035135583122	0.012132043729807	0.028221944601828	SARM1
ENSG00000004142.12	6230.28736503352	-0.0454379236419275	0.0623068003991458	0.4481815012931	0.599308176864554	POLDIP2
ENSG00000004399.13	485.263542418385	-0.113074290295388	0.115844624800795	0.32429150498616	0.470125390638368	PLXND1
ENSG00000004455.18	15438.1643952613	0.2290654761451	0.041015878401523	2.3353075963516e-08	1.16309585133204e-07	AK2
ENSG00000004478.8	14000.2507428348	0.0899862793871049	0.0704734854961034	0.200257130782275	0.322281724574565	FKBP4
ENSG00000004487.18	8308.82670907974	-0.0792321108032293	0.0658616093542416	0.226550831359154	0.355229831990585	KDM1A
ENSG00000004534.15	2748.8264640958	-0.162642503025824	0.0656930337514838	0.0129216705144092	0.0298812808321706	RBM6
